;text;label
12;iubirea e iubre casatoria sa bazeaza pe dragoste dintre un barbat si o femeie nu te lasa influentata de gruparea de satanisti daca tu niu vrei sa sa fi o fam a lui d-zeu vii cu principii de astea si in plus parintii tai nu ti-au insuflat valorile spirituale;1
13;Cine nu vine la vot și spune da familiei,nu este nici roman,nici creștin ,ci un papa lapte care trăiește intr-o țara majoritar ortodoxa ,cu conducători și strămoși care au iubit ortodoxia și și-au dat viața pentru ea,cui nu-i convine afara din țara ,cei cu legile europene bagatile undeva,toată lupta care se duce acum este împotriva familiei care sta la baza societății ,dacă îngăduim sa se calce in picioare familia suntem Terminați ca neam ,Doamne ferește;1
14;Votam DA.Cu ajutorul Lui Dumnezeu vom reusi.Amin.;1
15;Europa a fost cladita pe valori iudeo crestin... Acum se duce spre distrugere ca și imperiul roman care a a destrămat din imoralitate;1
16;"Nu stiu ce este de comentat aici; ma ingrozesc cand vad ce se intampla si daca Dumnezeu nu va interveni,toate valorile implementate de El pt.binele omenirii,vor disparea.Toti care sunt crestini cu adevarat,trebuie sa se implice in lupta impotriva acestei dezonorari ale lui Dumnezeu.";1
17;Eu am o curiozitate, Cum o sa numim generația de copii pe care îi ''vor face ''doua persoane de același sex generația ''VITRO ''?;1
18;BOR are un rol crucial in acest referendum.  Desi sunt ateu ( nationalist) sunt 100% alaturi de BOR si impotriva marxismului cultural globalist pe principiul dusmanul dusmanului meu este prietenul meu!;1
19;Ce manipulari vad aici...nici macar normalitatea nu isi are loc in tara noastra. Ura e peste tot. Chiar daca psd organizeaza referendumul tot o sa votez pentru casatoria dintre un barbat si o femeie.;1
20;Asta-i un imbecil indoctrinat si, mai rau, platit sa spuna texte! Textele dictate de cretinii care cred ca identitatea de gen si homosexualitatea ar putea insemna evolutie, progres...nu, sunt numai boli, mintale, regresii psihice, rateuri ale mamei naturi...unele cazuri pot fi tratate, altele, vedem bine, deloc! Da sa vii sa spui ca normalitatea, familia, el si ea, sunt doar pareri ale unor culte, e deja prea mult! Ma-sa aia  care l-a fatat, o fi mandra de el? Pai n-o fi, ca specia lor tre„ sa piara!;1
21;Votez DA ,pentru o Românie creștină și normală!;1
22;Val de ura din partea lor, se vede cu ochiul liber, numai un cretin nu vede adevarul. Nu, nu-i iubim, vrem doar sa-si vada naibii de scarboseniile lor in casa lor, atat.;1
23;O fi chiar asa  sau e doar un mod prin a calma lucrurile in asa fel incat se se poata lucra in liniste la ideologia transgender?;1
24;Oamenii normali votează DA !!!! POPONARII să se ducă ....unde vor ei ....!!! În România familia este și va fi mereu formată dintr-un bărbat și o femeie !!!;1
25;Daca si fata asta ratacita mai reuseste sa sminteasca oameni normali la cap atunci e grav ! Nu cumva ea este cea care constata ca Mos Craciun este tanar si ca s-a indragostit ? Maine poimaine, fereasca Dumnezeu, o sa fie legalizata casatoria cu Rudolph dar nu o sa mai avem nici Mos Craciun, sa vezi atunci deceptie printre smintiti !!!;1
26;Votăm DA pentru familia normală! Votăm DA pentru viitorul unei generații!;1
27;"Pentru ca m-am nascut baiat si pentru ca acum sunt barbat, pentru ca eu sunt barbat si pentru ca sotia mea este femeie, pentru ca tatal meu este barbat si pentru ca mama mea este femeie, pentru ca bunicii si strabunicii mei au fost barbati si pentru ca bunicile si strabunicele mele au fost femei, pentru ca prea multi mai mari ai lumii acesteia, pentru ca prea multi vectori de opinie, pentru ca prea multi oameni se straduiesc sa imi demonstreze ca albul este negru si ca negrul este alb, pentru ca acum se pecetluieste viitorul copiilor copiilor nostri, eu, pentru toate acestea merg si votez ""DA"" la referendum!";1
28;România trezește și mergi la vot. Dacă îl iubești pe Dumnezeu și familia spune un DA. Salvați copiii ei depind de votul vostru. Desteaptate  române .;1
29;Omjl nou ,murdar de cacat la gura ,plin de sida si alte boli cu transmise sexuala ,omul nou plin de alcool ,droguri omul nou care ajunge in final ori in puscarie ,psiatrie sau si mai rau sinucidere;1
30;"Toti cei ce spuneti ca nu votati de teama mânăriilor lui Dragnea, in numele generatiei mele,  va rog nu lasati sa se intample un rau  sigur de teama unui rau presupus!!  Multi dintre dvs. poate sunteti in varsta, poate nu veti mai apuca viitorul cand lucrurile vor avansa cumplit in directia asta, dar ne lasati noua acel viitor! Daca vreti sa va faceti datoria fata de propria conștiință atunci faceti-va datoria fata de noi, tinerii!! Nu fata de opiniile dvs. politice! Uitati-va la tarile unde casatoria gay a fist legalizata demult, unde statul le ia copiii familiilor care ii cresc in legea creștină! In California, anul trecut sau anul acesta au fost scoase in afara legii toate materialele care ofera alternative homosexualitatii (adică oferă perspectiva crestina).  Lucrurile nu se vor opri la casatoriile gay, cum nu s-au oprit nici in alte tari! Priviti in perspectiva!  Nu faceti ca in Prostia omeneasca: ""Daca pică drobul de sare?""/ ""Daca mi-a intins Dragnea o cursă?"" Votam legea publicata in Monitorul oficial. Nu ai cum sa pacalesti atat de flagrant intregul popor! Nu va dati seama ca asta ar insemna o revolta populară de-a dreptul. Si psd-istii isi dau seama de asta";1
31;Eu merg la vot și votez DA  ! pentru că Îl iubesc pe Dumnezeu -INIȚIATORUL FAMILIEI DINTRE UN BĂRBAT ȘI O FEMEIE , merg la vot pt.că îmi iubesc copiii și vreau binele viitorului lor ,merg la vot pt.că îmi iubesc  neamul românesc și nu doresc ca mânia lui Dumnezeu să vină peste România datorită acestor păcate oribile.Iubiți români ,veniți să ne unim pt.ce este bine și să votăm DA pt.binele neamului nostru !;1
32;Sigur ca isi saruta nevasta si copiii si pleca la razboi, era barbat demn de admirat si respect Astia de acum care spun ca sunt homo.. ce respect sa ai pt ei par niste paparude si cind se mai si desbraca si ramin in pieile goale ce scirba iti da Doar Domnul Isus s,a identificat cu noi pacatosii murind in locul nostru si e singurul care poate rupe lanturile in care satana tine oamenii legati Mergem cu totii si votam in favoarea familiei normale formata dintr,un barbat o femeie si copii  Cine nu are copii e alta tema  Domnul sa va binecuvinteze pe toti si sa va dea familii sanatoase si puternice;1
33;Pe 6-7 octombrie votam pentru normalitate, familie, pentru valorile autentice romanesti. Dezinformarea este peste tot in televiziune si mediul online iar acest referendum este infierat. Anuntati cat mai multi prieteni sa vina. Mai avem foarte putin timp! #HailaReferendum;1
34;Da familie  vrem barbat si o femeie;1
35;unul din doi e bolnav,nu egal,ori cel din LGBT ori cel tradițional!în loc să se trateze boala se vrea normalizarea ei!;1
36;USRISTII SUPRAVEGHEAZA? PAI EI SUNT SUSTINATORI AI HOMO SI IMPOTRIVA REF;1
37;"Ma tot gândesc, de ce  zicem ca am evoluat? Păi, cum am ajuns atât de anormali, incat trebuie sa votăm ptr normalitate ? S-a intors lumea cu susul in jos, femeile isi spun ca sunt barbati, iar  barbatii isi spun ca sunt femei. Copii isi pot alege genul dupa cum le place, nu dupa cum sunt ""programati"" biologic. Daca nu mergem sa votăm cu ""DA"", suntem in mare primejdie. Frați romani, e de rau, suntem la grea stramtorare. ""Grozav lucru este sa cazi in mâinile Dumnezeului Cel viu."" ""Semeni vânt, culegi furtună."" Vrem cu Dumnezeu, sau vrem cu Satana? Alege omule viața ca sa trăiești !";1
38;DA pentru normalitate, da pentru viitorul curat al copiilor noștri!;1
39;Sa nu cumva peste  cativa ani sa iesiti cei care nu mergeți la referendum sa faceti miting in strada, asa cum se întâmplă in prezent....multi din cei care ies in strada, nici macar nu au fost la vot, i-a durut undeva.... Acum se va intampla la fel, pana cand vor da cu capul copii lor sau nepotii si atunci vor iesi in strada la miting... sau ...cei care nu merg la referendum fac parte din categoria celor gay sau lesbi..;1
40;Trebuie sa votam .in canada gay au cerut sa fie considerati normali  s-a dat apoi au vrut parteneriat civil spoi casatorie apoi sa infieze copii apoi discriminare pozitiva adica chiar dsca nu ai liber job pt pregatirea lui trebuie sa il angajezi altfel te da in judecata si pierzi. Asa se intimpla daca dai un deget;1
41;Dialog intre votantul DA si hashtangiul BOICOT.  DA: Ies sa votez Casatoria dintre un barbat si o femeie. Pentru ca asa e normal. BOICOT: Mu*e PSD!  DA: Nu e normal sa-mi fie sexualizati copiii in gradinite. BOICOT: Intolerantule, medievalule, prostule!Mu*e Dragnea  DA: Ascult glasul constiintei, chemarea lui Dumnezeu si chemarea Bisericii la Normalitate.  BOICOT: Fanaticule religios! Jos Inchizitia! Mu*e PSD !   DA: Copiii se nasc fie baieti fie fete. Nu sunt de acord cu teoria genurilor fluide. De ce sa-i facem si mai confuzi pe copii? BOICOT: Jos Dragnea! HUOOO! MU*E PSD!!!  DA: Nu am nimic cu minoritatile sexuale, sunt crestin si-i iubesc!  Mi-e mila de ei. Fiecare are dreptul sa faca ce vrea in dormitor. BOICOT: Homofobule! Jos Dragnea!   DA: Toti prietenii mei ies la vot pentru ca vrem o transpunere a Codului Civil in Constitutie astfel incat sa nu se poata schimba decat prin referendum, nu printr-o hotarare de guvern, in cateva ore. BOICOT: Huoooo! M*IE PSD!  DA: Acest Referendum costa cam 2 euro de caciula. Sigur cheltui mai mult pe nimicuri cand iesi din casa. BOICOT: JOS PSD! Vrem spitale, nu catedrale!  DA: Chiar daca am anula Referendumul, asta nu inseamna ca de a doua zi banii astia vor intra in buzunarul tau sau in spitale si scoli. BOICOT: JOS DRAGNEA! MU*E PSD!  DA: Se cheltuie vreo 70 de milioane numai pe parade si steaguri colorate, manuale alternative si programe educationale pentru sustinerea homosexualilor in scoli. De banii astia nu spui nimic? BOICOT: HUOOO! PSD-istule MU*E PSD! La puscarie!  DA: Biserica face acte caritabile in valoare de sute de milioane de euro pe an. Cate acte de caritate fac ONG-urile voastre si minoritatile sexuale? Cate scoli si cate spitale ati ridicat? BOICOT: HUOOO! Vrem spitale, nu catedrale! MU*E PSD!  DA: In Romania, manastirile hranesc gratuit sute de mii de oameni zilnic. Fiecare masa costa cel putin 4 euro, te las pe tine sa calculezi suma totala. Cati oameni hranesc lgbtistii in Romania? BOICOT: HUOOOO! MU*E PSD! Jos mafia din Biserica!   DA: MII de copii orfani au fost infiati de catre preoti romani sau cresc in asezaminte construite de Biserica, ce zici de asta? BOICOT: HUOOO! JOS PSD! MU*E DRAGNEA! Intolerantule! Comunistule!   DA: Nu voi vota niciodata cu Dragnea. Familia, Traditia, Religia sunt valori ale Dreptei politice si nu ale socialismului internationalist! BOICOT: HUOO! Pesedistule! Comunistule! Mu*e PSD! VREM spitale, nu catedrale!   DA: Intrebarea de la Referendum este una standard care se pune la orice referendum, tocmai pentru a nu se putea spune ca cineva manipuleaza prin formularea intrebarii. BOICOT: MU*E Dragnea! JOS PSD! Comunistule! Huooo!   DA: Daca vorbesti in numele tolerantei de ce nu-mi dai voie si mie sa-mi exprim libertatea de constiinta si de ce nu arati mai multa toleranta? BOICOT: Prostule, inapoiatule, medievalule! Mu*e PSD!  DA: VA multumesc si va iubesc. BOICOT: MU*E PSD!  Comunistule, pesedistule, prostule, imbe.....   Concluzia o trageți singuri!;1
42;Cu Dumezu  vom fi biruitori. Să. Păzească Dumezu Romînia  de.  Sodomiții  Diabolici;1
43;Da😰chiar a fost cu poporul cel ateu😰copiii lui au vreo problema in viitor?el a spus ca toleranta este de preferat in Romania😰😰😰;1
44;Ori ca aproba psd-ul,usr-ul sau alt PARTID referendumul, nu conteaza, mergeți la vot ,nu dati satisfacție celor care sunt împotriva unei familii NORMALE !! În ultima perioadă se atacă ff mult familia normală, deci pe semne ca acest referendum chiar CONTEAZĂ, ca vad ca alții si-au orientat toată ura de la PSD la fam creștină, Vedeti evoluția Gay-lor in alte țări până unde s-a AJUNS,apoi veti vedea importanța  referendumului!;1
45;Acest individ ne da noua avertizmente , el care e reprezentantul celei mai corupte tari din europa ( amenda colosala care a primit-o ING , parte din amenda o vom plati si noi prin sucurslele ING de la noi < doar nu vor ramane fara profit ) apoi unde sa legalizat consumul de droguri , unde prostitutia e in floare ,iar casatoria homosexuala exprima abaterea de la morala crestina ! Trebuie sa le spunem ca nu vom mai sta in genunchi, avem si noi orgoliul nostru peste care nu permitem sa se treaca !;1
46;Din pacate multi au uitat cat ne-am rugat si luptat sa reintegram copii in familia Bodnariu furati de Barnevernet sa fie dati famililor de homosrxuali sau alte familii necrestine .In viitor nu ne vom mai putea educa copii in spiritul crestinesc caci gradinitele si scolile ii vor denatura de la adevar si normalitate de aceea e nevoie de acest referendum pentru completarea Constitutiei.E ultima noastra sansa pentru protejarea famililor normale cu MAMA si TATA.;1
47;De la Luton ,Anglia am votat Da pentru Dumnezeu și pentru copii mei. Dumnezeu sa Binecuvinteze Coalițiea pentru familie și România. Amin.;1
48;Cu siguranță nu vom sta acasă!!! Ci mergem la vot si votăm DA pentru familia normală !!!!;1
49;Sau oare nu ştiţi că cei nedrepţi nu vor moşteni Împărăţia lui Dumnezeu? Nu vă înşelaţi! Nici cei desfrânaţi, nici cei idolatri, nici cei adulteri, nici bărbaţii care practică prostituţia, nici homosexualii, 10 nici hoţii, nici cei lacomi, nici beţivii, nici bârfitorii, nici tâlharii nu vor moşteni Împărăţia lui Dumnezeu;1
50;Acesta sa fie depistati care au fost di sint contra referendumului, Sa nu i se ingrospe morti Sa nu li se boteze copii Sa nu i cunune in biserica, Sa fie dati ANATIMA. Sa Stie Toti Ca' sint vrasmasi lui DUMNEZEU;1
51;Hai la Referendum pe 6 și 7 octombrie pentru a vota DA în favoarea FAMILIEI formate dintre UN BĂRBAT și O FEMEIE ! Așa să ne ajute bunul Dumnezeu !;1
52;aici nu este vorba de inapoiati sau destepti ,nici de politica  este despre casatoria intre un barbat si o femeie. cat despre betivi si curve , au fost si vor fi intotdeauna.nu are a face  cu referendumul . 14 tari fiecare in parte atunci cand li sa cerut sa voteze pentru casatorie , au votat pentru casatoria dintre un barbat si o femeie. aceste 14 tari sant in europa.;1
53;Eu am stat si am cantarit bine si am realizat...PLANUL CEL MAAAREEE ESTE DISTRUGEREA RASEI UMANE!SUNTEM 7 MILIARDE DE OAMENI SI NU MAI STIU CE MASURI SA IA CA SA NE STARPEASCA! HOMOSEXUALII SUNT PERFECTI PT PLANUL LOR DRACESC...EI NU PROCREEAZA,ATRAG SI PROSTII SLABI DE INGERI SI-I IMBOLNAVESC! IN ULTIMA PERIOADA DE TIMP AM INCEPUT SA AUD DE FF MULTI OAMENI CARE NU POT FACE COPII...SI STAU SI MA GANDESC ....BOLI,STERILITATE(s-a demonstrat ca monoglutamatul de sodiu produs iiiin Chiiinaaa da sterilitate),SUSTINEREA HOMOSEXUALITATII ETC...MIE MI-ESTE CLAR...DISTRUGEREA RASEI UMANE!;1
54;Adevarul e prostia omului ca sa dat dreptul barbat cu barbat femeie cu femeie satana e cu ei;1
55;Asa este, acest referendum nu este inpotriva minoritatilor sexuale, este inpotriva radicalismului ideologiei lor, cu privire la casatorie si cu privire la copii!;1
56;Se pare că oamenii vor reeducare în lagărele LGBT... Trist... Dar adevărat! Dragnea a învins! 👌;1
57;"Ce facem cu preoti pedofili cu barbati , femei ce fac parte din categoria ""familia traditionala"" si sunt dependenti de alcool, fac violuri maltrateaza femeia;  copii....in ""timpul liber""au ""amante, amanti""⁉⁉⁉Fac parte din o societate normala criminalii ,pedofili? Ce ati face daca in familie ati avea un caz?Sa nu uitam , si aceste persoane sunt fructul unei familii traditionale .SI PRINCIPALA CAUZA SA VEDEM  CE VOTAM ....OARE SE GANDESC INTRADEVAR LA FAMILIA TRADITIONALA ORI AU LEGI CE TREBUIESC MODIFICATE IN FAVOAREA UNORA ⁉⁉⁉";1
58;Doamne da intelepciune tuturor oamenilor de pe pamant ca sa inteleaga cat rau vor face copiilor nascuti si nenascuti daca nu vor iesi la REFERENDUM SI NU VOR VOTA DA PENTRU FAMILIE DIN BARBAT + FEMEE.MULTI INCA NU INTELEG GROZAVIA CE AR URMA IN ROMANIA DACA DUMNEZEU NU VA INTERVENI LA MOMENT.DOAMNE AI MILA DE ROMANIA SI DE INTREAGA PLANETA.;1
59;Trebuie sa se implice!  Este lupta intre cei care proclama invatatura Domnului  ISUS, si ideologia LGBTista,Q,si nu mai stiu ce sclintiti.  Si Domnul ISUS, va fi cu noi in aceasta lupta!!!;1
60;Alin Krapu minoritate? Nu ți-e rusine? Cei care nu au votat se impart in multe categorii: lgbt, cei care sunt de acord cu lgbt, cei cărora nu le-a pasat si cei care au fost prostiti ca niste bieti copilași ca referendumul e despre Dragnea.  Ultimele două categorii au decis soarta referendumului. Sa fim, seriosi, cei ce accepta legalizarea lgbt sunt tinerei fara minte, inca mucosi la nas, produsul noului sistem de invatamant.  Toata mizeria asta s-a pregatit de ani buni incoace. Au distrus scoala, si astfel au obtinut tineri fara pic de creier si personalitate.;1
61;"Referendumul pentru căsătorie din 6-7 Octombrie, nu face altceva decât să pună ÎN ACORD Constituția cu Codul Civil. În felul acesta expresia ""între un bărbat și o femeie"" va fi SECURIZATĂ în Constituție, care se poate modifica DOAR prin consultarea poporului, adică minim 6 milioane de cetățeni. Votez DA pentru o Românie curată si binecuvântată de Dumnezeu!";1
62;Acest vot este initiativa pura a poporului Roman(3 milioane de semnaturi), este pentru o definitie clara a ce inseamna familie pentru noi. Codul civil, il pot schimba USRisti, in favoarea lgbtiilor,  dar Constitutia Romaniei NU  Din aceasta cauza poporul Roman va vota DA la referendum!  Alta minciuna “frauda electorala”!  JOS RADICALISMUL LGBTist(furtul de copii);1
63;"Fiecare om are dreptul sa iubeasca ce vrea si pe cine vrea. Drept urmare:  In anul 1979 o femeie se casatoreste cu Zidul Berlinului, schimbandu-si numele de familie in ""Berliner-Mauer"". In 2000 un barbat se casatoreste cu o papusa in marime naturala. In 2006 un barbat se casatoreste cu o capra, un postas german cu pisica sa, o femeie din Israel se marita cu un delfin. In 2007 un barbat din China se casatoreste cu o macheta de carton care il reprezinta in marime naturala. In 2008 o frantuzoaica si-a unit destinul cu Turnul Eiffel schimbandu-si numele de familie dupa acesta, ea suferind de atractie fata de obiecte, acestea putandu-i provoca emotii puternice. La fel cum in 2010 un corean s-a casatorit cu perna sa.  Zambiti? Eu nu.  -In 2001 Olanda devine prima tara din Europa care legalizeaza casatoriile intre persoane de acelasi sex. In 2006 infiinteaza partidul ""Iubire pentru aproape, libertate și diversitate” cunoscut si ca Partidul Pedofililor, ulterior desfiintat. Olanda, alaturi de SUA si Marea Britanie, a devenit principalul producator si distribuitor al pornografiei infantile, unde aproape 200 de pagini cu continut pornografic provin din aceasta tara declarata ""cea mai libertina tara din Europa"".  - In 2013, dupa o saptamana de la legalizarea casatoriilor homosexuale in Noua Zeelanda, si-au facut aparitia grupuri de lobby care cer legalizarea poligamiei, invocand aceleasi principii si argumente: „credem că toate relațiile devotate de dragoste intre adulti, indiferent de numărul celor implicati, trebuie sa fie respectate si sa primeasca recunoastere legala”.  - In 2016 Curtea Suprema din Canada decide ca sexul cu animale nu poate fi pedepsit daca nu exista semne de abuz. Si in SUA sau alte tari, militantii pentru zoofilie aduna argumente pentru a intra in legalitate. ""Conceptul de casatorie ca parteneriat social si spiritual nu trebuie restrans la specia umana, atat timp cat partenerii sunt legati prin dragoste si un angajament reciproc durabil"", scrie Stephen Bertman, profesor la Universitatea Windsor, Canada.  - Tot in 2016, tot Canada, printr-un documentar al televiziunii publice, isi propune sa demonteze ideile preconcepute si negative cu privire la pedofilie, printr-un documentar intitulat ""Eu, pedofilul"", sustinut de organizatia ""Virtuous Pedophiles"".  - 2016, scolile din Canada au introdus un program de educatie sexuala numit S.O.G.I. adica ""Orientare Sexuala si Identitate de Gen"", o materie predata in scolile de stat unde copiii invata ca nu conteaza sexul cu care s-au nascut, ci cel caruia simt ca-i apartin. Astfel s-au facut demersurile legale pentru ca in actele oficiale, pe langa genul feminin si masculin sa apara si genul X, in care fiecare isi hotaraste propria sexualitate. Idee tot mai larg preluata si de alte organizatii in diferite tari. In 2017 a fost aprobata o lege prin care parintii ce isi educa in spirit religios copiii, risca sa ramana fara ei. Nu ne este straina ideea nici in alte tari.  - In 2016 in Marea Britanie, un grup de specialisti din cadrul London School of Economics, îi solicită premierului Theresa May să schimbe legea care în prezent îi împiedică pe pedofili și delincventii sexuali să adopte copii, pentru ca acest lucru reprezinta o încalcare grava a drepturilor omului.  - In 2016, in Suedia, aripa tanara a Partidului Liberal a cerut legalizarea incestului si a necrofiliei, avand ca argumente: „legea nu ar trebui să țină cont de morală” și că „fiecare are dreptul să decidă asupra propriului corp”.  - In 2017 Columbia permite legalizarea ""casatoriei"" dintre trei parteneri homosexuali cu drepturi egale (parteneriat civil) recunoscut de stat.  - In 2017 un tribunal din Franta a achitat un barbat acuzat ca a violat o minora de 11 ani, precizand ca nu a existat constrangere. In timp ce ministrul justitiei are o problema doar cu varsta si sustine ca ""13 ani este o limita acceptabila"".  - In 2018 apar tot mai multe argumente care pledeaza in favoarea pedofiliei: TEDx Germania ""Pedofilia este o orientare sexuala naturala, neschimbabila, ca ai heterosexualitatea. Ar trebui sa acceptam ca pedofilii nu și-au ales sexualitatea"".  Cateva exemple despre cum intelege lumea sa isi exprime, sustina si mai apoi sa impuna ""libertatea"" sexuala. Libertatea lor consta in ingradirea drepturilor altora. Nu are rost sa ma intreb unde este egaliatea.  Imi aminteste de revolutia introducerii educatiei sexuale in scoli, unde cei care s-au opus au fost considerati ingusti, limitati, manipulati. prosti, etc. Pentru ca tot ""pachetul"" venea ambalat frumos si livrat de ""lumea civilizata si mult evoluata"". Cati au cautat oare dincolo de ambalaj? Un singur exemplu: in Croatia a fost interzisa. Vreti sa stiti de ce?  O simpla cautare pe google despre ""Alfred Kinsey"" si veti descoperi cine a fost parintele educatiei sexuale si ce s-a ascuns in spatele asa numitei cercetari stiintifice demarate de el in lucrarile ""Sexual Behavior in the Human Male"" si ""Sexual Behavior in the Human Female"" (doar ca idee, aprofundeaza comportamentul sexual al copiilor intre 2 luni si 15 ani). Cum l-a studiat si cu ajutorul cui? Aflati voi, pentru ca detaliile sunt infioratoare.  Institutul Kinsey obține acreditare oficială la ONU.  Apar tot mai multe anomalii care se cer a fi legalizate. Deocamdata spunem ca nu este posibil, dar ce ne garanteaza asta pe viitor? Si inca n-am zis nimic despre cei care se simt fetite de 12 ani captive intr-un corp de barbat in varsta si isi cer drepturile. Nici despre cei care considera ca au dreptul sa isi schimbe varsta, la fel ca si cei care isi schimba genul. Sau rasa. Sau mai stiu eu ce minoritati care vor sa intre in legalitate si cu drepturi egale.  Ce vreau sa spun cu toate exemplele astea este ca lucrurile degenereaza rapid, sub pretextul ca societatea se dezvolta si devine tot mai emancipata. Pentru mine personal asta nu inseamna progres, ci abuz. Am vazut unde s-a ajuns in alte tari pornind de la ideea de toleranta, acceptare, egalitate pana s-a intors totul impotriva celor care isi doreau normalitate. Oamenii care au alte principii nu mai au dreptul sa si le exprime, copiii familiilor hetero sunt obligati sa participe la programele homo din scoli si lista poate continua. Consider ca s-a ajuns prea departe si ca indoctrinarea viitoarelor generatii este un abuz. Abuz de care eu ca parinte am dreptul sa-mi apar copiii.  Nu incalc nici un drept, doar il apar pe-al meu. Si pentru ca tot dragostea e mai importanta, asta nu imi schimba perspectiva asupra relatiilor cu cei care gandesc altfel.  Legile se schimba rapid. Constitutia nu.  LE: Simt nevoia sa fac putina lumina referitor la ce am scris mai sus: nu am facut-o cu scopul de a denigra sau manipula, ci am vrut sa fie un semnal de alarma pentru cei care cred ca miscarea asta, a celor care vor sa distruga reperele morale, e inofensiva. Am venit cu exemple din alte tari pentru ca putini stiu ce se afla in spatele ei. Poate nu le-am ales cele mai bune, dar sunt sigura ca fiecare stie sa se documenteze si sa gaseasca ceva mai relevant, daca vrea.  Stiu ca noi, ca tara avem probleme grave si urgente, insa nu vreau ca pe langa ele sa mai existe si pericolul sa ne pierdem copiii (vedeti tarile ""civilizate"" care promoveaza miscarea homo si altele pe langa). Pentru ca dupa promovare urmeaza toleranta, apoi acceptarea, celebrarea, obligarea si pedeapsa. Pedepsiti pentru ca nu imbratisam modelul lor de viata? Pentru mine este un abuz, am aceleasi drepturi si libertati si nu vreau sa-mi fie ingradite. Despre asta vorbim.  Odata ce apar tot mai multe anomalii, unele dintre ele raman in sfera ridicolului, altele merg mai departe si se cer legalizate, apoi au tot mai multe drepturi, apoi se transforma in abuz. Cine stabileste limitele, cine protejeaza drepturile oamenilor care nu se identifica cu ele? Nimeni nu le doreste raul, doar sa limitam efectele negative pe care le au asupra noastră.  (Simona Mihaela Ionescu)";1
64;asta nu inseamna ca eu trebuie sa le dau mana libera! Merg si votez DA ca sa le restrictionez tupeul si aroganta! Votez pentru familia compusa din EL si EA! 😘  (ne vedem la vot);1
65;"Bine zis ""clarificare"". Nu ""redefinire"", cum pretinde propaganda jegoasa LGBT!";1
